OA Code,Ward Name,LA Name,Region Name,QS611EW0004,QS611EW0001 (base),OA Percentage
E00050910,Tipton Green,Sandwell,West Midlands,22,91,24.1800,
E00050364,Cradley Heath and Old Hill,Sandwell,West Midlands,23,65,35.3800,
E00050261,Tividale,Sandwell,West Midlands,17,78,21.7900,
E00050204,Abbey,Sandwell,West Midlands,22,73,30.1400,
E00050591,Langley,Sandwell,West Midlands,25,66,37.8800,
E00050545,Hateley Heath,Sandwell,West Midlands,24,97,24.7400,
E00050488,Great Bridge,Sandwell,West Midlands,25,92,27.1700,
E00050436,Charlemont with Grove Vale,Sandwell,West Midlands,17,55,30.9100,
E00051097,West Bromwich Central,Sandwell,West Midlands,19,129,14.7300,
E00050409,Friar Park,Sandwell,West Midlands,24,88,27.2700,
E00051028,Wednesbury North,Sandwell,West Midlands,21,110,19.0900,
E00050672,St Pauls,Sandwell,West Midlands,20,78,25.6400,
E00050738,Princes End,Sandwell,West Midlands,31,78,39.7400,
E00050835,St Pauls,Sandwell,West Midlands,24,127,18.9000,
E00050284,Bristnall,Sandwell,West Midlands,26,97,26.8000,
E00050941,Tipton Green,Sandwell,West Midlands,46,124,37.1000,
E00050398,Friar Park,Sandwell,West Midlands,30,88,34.0900,
E00050989,Rowley,Sandwell,West Midlands,24,84,28.5700,
E00050483,Great Bridge,Sandwell,West Midlands,23,85,27.0600,
E00050240,Blackheath,Sandwell,West Midlands,31,95,32.6300,
E00050389,Friar Park,Sandwell,West Midlands,32,87,36.7800,
E00050402,Friar Park,Sandwell,West Midlands,44,195,22.5600,
E00050267,Bristnall,Sandwell,West Midlands,22,93,23.6600,
E00050232,Blackheath,Sandwell,West Midlands,25,101,24.7500,
E00050308,Charlemont with Grove Vale,Sandwell,West Midlands,21,68,30.8800,
E00050372,Cradley Heath and Old Hill,Sandwell,West Midlands,30,86,34.8800,
E00050509,Greets Green and Lyng,Sandwell,West Midlands,14,81,17.2800,
E00050406,Friar Park,Sandwell,West Midlands,30,86,34.8800,
E00050285,Bristnall,Sandwell,West Midlands,32,90,35.5600,
E00050413,Friar Park,Sandwell,West Midlands,36,101,35.6400,
E00050528,Greets Green and Lyng,Sandwell,West Midlands,23,97,23.7100,
E00050492,Great Bridge,Sandwell,West Midlands,32,89,35.9600,
E00050582,Bristnall,Sandwell,West Midlands,31,102,30.3900,
E00052113,Darlaston South,Walsall,West Midlands,30,126,23.8100,
E00052192,Paddock,Walsall,West Midlands,7,64,10.9400,
E00052156,St Matthew's,Walsall,West Midlands,18,80,22.5000,
E00052546,Willenhall South,Walsall,West Midlands,28,109,25.6900,
E00052492,Streetly,Walsall,West Midlands,7,76,9.2100,
E00052258,Palfrey,Walsall,West Midlands,21,111,18.9200,
E00168270,Darlaston South,Walsall,West Midlands,26,70,37.1400,
E00052359,Pleck,Walsall,West Midlands,26,95,27.3700,
E00052250,Palfrey,Walsall,West Midlands,15,113,13.2700,
E00052311,Pheasey Park Farm,Walsall,West Midlands,31,93,33.3300,
E00052467,Streetly,Walsall,West Midlands,11,99,11.1100,
E00052338,Pheasey Park Farm,Walsall,West Midlands,45,119,37.8200,
E00168265,Willenhall South,Walsall,West Midlands,23,155,14.8400,
E00050320,Charlemont with Grove Vale,Sandwell,West Midlands,13,69,18.8400,
E00052555,Willenhall South,Walsall,West Midlands,33,133,24.8100,
E00050689,Oldbury,Sandwell,West Midlands,18,79,22.7800,
E00050728,Old Warley,Sandwell,West Midlands,12,92,13.0400,
E00050068,Sedgley,Dudley,West Midlands,19,71,26.7600,
E00049997,St James's,Dudley,West Midlands,29,96,30.2100,
E00050475,Great Bridge,Sandwell,West Midlands,30,85,35.2900,
E00050833,St Pauls,Sandwell,West Midlands,19,86,22.0900,
E00050253,Blackheath,Sandwell,West Midlands,32,115,27.8300,
E00050606,Langley,Sandwell,West Midlands,31,113,27.4300,
E00050270,Bristnall,Sandwell,West Midlands,25,81,30.8600,
E00050444,Great Barr with Yew Tree,Sandwell,West Midlands,17,90,18.8900,
E00050367,Cradley Heath and Old Hill,Sandwell,West Midlands,20,94,21.2800,
E00050687,Oldbury,Sandwell,West Midlands,26,104,25.0000,
E00050344,Cradley Heath and Old Hill,Sandwell,West Midlands,17,72,23.6100,
E00050363,Cradley Heath and Old Hill,Sandwell,West Midlands,17,76,22.3700,
E00050335,Charlemont with Grove Vale,Sandwell,West Midlands,26,89,29.2100,
E00050626,Newton,Sandwell,West Midlands,26,95,27.3700,
E00050649,Newton,Sandwell,West Midlands,9,64,14.0600,
E00051049,Wednesbury South,Sandwell,West Midlands,23,94,24.4700,
E00050395,Friar Park,Sandwell,West Midlands,40,121,33.0600,
E00050536,Greets Green and Lyng,Sandwell,West Midlands,12,60,20.0000,
E00050464,Great Bridge,Sandwell,West Midlands,33,87,37.9300,
E00051077,West Bromwich Central,Sandwell,West Midlands,24,64,37.5000,
E00051050,Wednesbury South,Sandwell,West Midlands,29,100,29.0000,
E00050336,Charlemont with Grove Vale,Sandwell,West Midlands,26,76,34.2100,
E00050468,Great Bridge,Sandwell,West Midlands,27,98,27.5500,
E00050723,Old Warley,Sandwell,West Midlands,18,95,18.9500,
E00050238,Blackheath,Sandwell,West Midlands,33,90,36.6700,
E00050547,Hateley Heath,Sandwell,West Midlands,32,113,28.3200,
E00050535,Greets Green and Lyng,Sandwell,West Midlands,23,92,25.0000,
E00050435,Great Barr with Yew Tree,Sandwell,West Midlands,13,72,18.0600,
E00051019,Wednesbury North,Sandwell,West Midlands,20,107,18.6900,
E00050721,Old Warley,Sandwell,West Midlands,19,68,27.9400,
E00050314,Charlemont with Grove Vale,Sandwell,West Midlands,23,100,23.0000,
E00050589,Langley,Sandwell,West Midlands,22,72,30.5600,
E00051098,West Bromwich Central,Sandwell,West Midlands,22,112,19.6400,
E00050704,Old Warley,Sandwell,West Midlands,18,69,26.0900,
E00050785,Rowley,Sandwell,West Midlands,36,107,33.6400,
E00050955,Tipton Green,Sandwell,West Midlands,30,104,28.8500,
E00050215,Abbey,Sandwell,West Midlands,8,82,9.7600,
E00050294,Bristnall,Sandwell,West Midlands,25,105,23.8100,
E00050820,Smethwick,Sandwell,West Midlands,22,91,24.1800,
E00050628,Newton,Sandwell,West Midlands,25,85,29.4100,
E00050322,Charlemont with Grove Vale,Sandwell,West Midlands,26,87,29.8900,
E00050570,Hateley Heath,Sandwell,West Midlands,30,99,30.3000,
E00049318,Brockmoor and Pensnett,Dudley,West Midlands,26,78,33.3300,
E00050639,Newton,Sandwell,West Midlands,26,84,30.9500,
E00050809,Rowley,Sandwell,West Midlands,34,90,37.7800,
E00050146,Brierley Hill,Dudley,West Midlands,21,75,28.0000,
E00049399,Coseley East,Dudley,West Midlands,37,111,33.3300,
E00049246,Hayley Green and Cradley South,Dudley,West Midlands,18,69,26.0900,
E00049930,Cradley and Wollescote,Dudley,West Midlands,30,98,30.6100,
E00049667,Kingswinford North and Wall Heath,Dudley,West Midlands,21,84,25.0000,
E00049454,Sedgley,Dudley,West Midlands,34,94,36.1700,
E00171356,Amblecote,Dudley,West Midlands,18,72,25.0000,
E00049994,St James's,Dudley,West Midlands,33,91,36.2600,
E00049860,Pedmore and Stourbridge East,Dudley,West Midlands,11,80,13.7500,
E00049949,"Netherton, Woodside and St Andrews",Dudley,West Midlands,28,97,28.8700,
E00049915,Quarry Bank and Dudley Wood,Dudley,West Midlands,31,125,24.8000,
E00049287,Brierley Hill,Dudley,West Midlands,18,97,18.5600,
E00049545,Halesowen North,Dudley,West Midlands,27,92,29.3500,
E00049259,Belle Vale,Dudley,West Midlands,24,128,18.7500,
E00049206,Amblecote,Dudley,West Midlands,30,126,23.8100,
E00049832,Norton,Dudley,West Midlands,8,67,11.9400,
E00049882,Wollaston and Stourbridge Town,Dudley,West Midlands,5,91,5.4900,
E00049803,"Netherton, Woodside and St Andrews",Dudley,West Midlands,30,97,30.9300,
E00049183,Amblecote,Dudley,West Midlands,34,95,35.7900,
E00049713,Kingswinford South,Dudley,West Midlands,15,70,21.4300,
E00050046,St Thomas's,Dudley,West Midlands,15,77,19.4800,
E00049746,Cradley and Wollescote,Dudley,West Midlands,31,98,31.6300,
E00049792,Brockmoor and Pensnett,Dudley,West Midlands,23,90,25.5600,
E00050070,Sedgley,Dudley,West Midlands,14,83,16.8700,
E00049531,Gornal,Dudley,West Midlands,23,84,27.3800,
E00049473,Upper Gornal and Woodsetton,Dudley,West Midlands,25,90,27.7800,
E00049743,Cradley and Wollescote,Dudley,West Midlands,17,85,20.0000,
E00049729,Kingswinford South,Dudley,West Midlands,30,72,41.6700,
E00049576,Halesowen North,Dudley,West Midlands,13,57,22.8100,
E00049797,St Thomas's,Dudley,West Midlands,20,116,17.2400,
E00050072,Sedgley,Dudley,West Midlands,23,103,22.3300,
E00049716,Kingswinford South,Dudley,West Midlands,11,67,16.4200,
E00049762,Lye and Stourbridge North,Dudley,West Midlands,44,113,38.9400,
E00049794,"Netherton, Woodside and St Andrews",Dudley,West Midlands,26,97,26.8000,
E00049715,Kingswinford South,Dudley,West Midlands,11,57,19.3000,
E00049790,"Netherton, Woodside and St Andrews",Dudley,West Midlands,31,79,39.2400,
E00049916,Quarry Bank and Dudley Wood,Dudley,West Midlands,29,102,28.4300,
E00049760,Pedmore and Stourbridge East,Dudley,West Midlands,20,76,26.3200,
E00049711,Kingswinford South,Dudley,West Midlands,14,84,16.6700,
E00050512,Greets Green and Lyng,Sandwell,West Midlands,19,82,23.1700,
E00050944,Tipton Green,Sandwell,West Midlands,21,59,35.5900,
E00171359,"Netherton, Woodside and St Andrews",Dudley,West Midlands,29,132,21.9700,
E00050357,Cradley Heath and Old Hill,Sandwell,West Midlands,24,75,32.0000,
E00051001,Wednesbury North,Sandwell,West Midlands,33,91,36.2600,
E00050185,Abbey,Sandwell,West Midlands,26,106,24.5300,
E00050375,Cradley Heath and Old Hill,Sandwell,West Midlands,28,112,25.0000,
E00050458,Great Barr with Yew Tree,Sandwell,West Midlands,11,56,19.6400,
E00051080,West Bromwich Central,Sandwell,West Midlands,30,109,27.5200,
E00050239,Blackheath,Sandwell,West Midlands,18,79,22.7800,
E00050477,Great Bridge,Sandwell,West Midlands,18,65,27.6900,
E00051024,Wednesbury North,Sandwell,West Midlands,24,99,24.2400,
E00050445,Great Barr with Yew Tree,Sandwell,West Midlands,15,95,15.7900,
E00050627,Newton,Sandwell,West Midlands,16,75,21.3300,
E00050777,Rowley,Sandwell,West Midlands,27,88,30.6800,
E00050549,Hateley Heath,Sandwell,West Midlands,21,87,24.1400,
E00050329,Charlemont with Grove Vale,Sandwell,West Midlands,11,78,14.1000,
E00050513,Greets Green and Lyng,Sandwell,West Midlands,16,78,20.5100,
E00051057,Wednesbury South,Sandwell,West Midlands,19,60,31.6700,
E00050601,Langley,Sandwell,West Midlands,27,112,24.1100,
E00050383,Cradley Heath and Old Hill,Sandwell,West Midlands,18,92,19.5700,
E00050592,Langley,Sandwell,West Midlands,20,75,26.6700,
E00050680,St Pauls,Sandwell,West Midlands,21,92,22.8300,
E00050302,Old Warley,Sandwell,West Midlands,22,100,22.0000,
E00050541,Hateley Heath,Sandwell,West Midlands,24,104,23.0800,
E00051051,Wednesbury South,Sandwell,West Midlands,15,69,21.7400,
E00050530,Greets Green and Lyng,Sandwell,West Midlands,26,98,26.5300,
E00051055,Wednesbury South,Sandwell,West Midlands,22,75,29.3300,
E00050423,Great Barr with Yew Tree,Sandwell,West Midlands,24,99,24.2400,
E00050982,Tividale,Sandwell,West Midlands,22,92,23.9100,
E00050903,Tipton Green,Sandwell,West Midlands,23,84,27.3800,
E00051082,West Bromwich Central,Sandwell,West Midlands,28,107,26.1700,
E00050224,Langley,Sandwell,West Midlands,24,109,22.0200,
E00050223,Abbey,Sandwell,West Midlands,24,112,21.4300,
E00050990,Rowley,Sandwell,West Midlands,26,88,29.5500,
E00051003,Wednesbury North,Sandwell,West Midlands,27,92,29.3500,
E00051071,Wednesbury South,Sandwell,West Midlands,34,97,35.0500,
E00050393,Friar Park,Sandwell,West Midlands,24,94,25.5300,
E00050911,Tipton Green,Sandwell,West Midlands,17,103,16.5000,
E00050254,Blackheath,Sandwell,West Midlands,22,74,29.7300,
E00050251,Blackheath,Sandwell,West Midlands,44,167,26.3500,
E00050824,Smethwick,Sandwell,West Midlands,16,77,20.7800,
E00050608,Langley,Sandwell,West Midlands,44,150,29.3300,
E00050476,Great Bridge,Sandwell,West Midlands,20,69,28.9900,
E00050845,Soho and Victoria,Sandwell,West Midlands,23,122,18.8500,
E00050334,Charlemont with Grove Vale,Sandwell,West Midlands,25,78,32.0500,
E00168225,Oldbury,Sandwell,West Midlands,23,128,17.9700,
E00050312,West Bromwich Central,Sandwell,West Midlands,33,112,29.4600,
E00050851,Smethwick,Sandwell,West Midlands,11,91,12.0900,
E00050404,Friar Park,Sandwell,West Midlands,38,109,34.8600,
E00168210,Great Bridge,Sandwell,West Midlands,13,52,25.0000,
E00050248,Blackheath,Sandwell,West Midlands,18,87,20.6900,
E00050278,Bristnall,Sandwell,West Midlands,19,90,21.1100,
E00050323,Charlemont with Grove Vale,Sandwell,West Midlands,18,88,20.4500,
E00050485,Great Bridge,Sandwell,West Midlands,23,104,22.1200,
E00050428,Great Barr with Yew Tree,Sandwell,West Midlands,23,96,23.9600,
E00051101,West Bromwich Central,Sandwell,West Midlands,34,154,22.0800,
E00050269,Smethwick,Sandwell,West Midlands,14,74,18.9200,
E00050675,St Pauls,Sandwell,West Midlands,24,98,24.4900,
E00050676,St Pauls,Sandwell,West Midlands,22,78,28.2100,
E00050632,Newton,Sandwell,West Midlands,31,122,25.4100,
E00050575,Hateley Heath,Sandwell,West Midlands,36,108,33.3300,
E00051066,Wednesbury South,Sandwell,West Midlands,25,88,28.4100,
E00050976,Tividale,Sandwell,West Midlands,26,95,27.3700,
E00050959,Tividale,Sandwell,West Midlands,48,154,31.1700,
E00050484,Great Bridge,Sandwell,West Midlands,32,122,26.2300,
E00050405,Friar Park,Sandwell,West Midlands,30,86,34.8800,
E00051062,Wednesbury South,Sandwell,West Midlands,21,57,36.8400,
E00050206,Abbey,Sandwell,West Midlands,15,85,17.6500,
E00050969,Tividale,Sandwell,West Midlands,26,102,25.4900,
E00050287,Bristnall,Sandwell,West Midlands,15,88,17.0500,
E00050283,Bristnall,Sandwell,West Midlands,13,66,19.7000,
E00051038,Wednesbury South,Sandwell,West Midlands,17,76,22.3700,
E00050623,Newton,Sandwell,West Midlands,29,113,25.6600,
E00050250,Blackheath,Sandwell,West Midlands,27,104,25.9600,
E00050202,Abbey,Sandwell,West Midlands,24,78,30.7700,
E00050722,Old Warley,Sandwell,West Midlands,10,66,15.1500,
E00050937,Oldbury,Sandwell,West Midlands,22,79,27.8500,
E00051103,West Bromwich Central,Sandwell,West Midlands,14,112,12.5000,
E00050832,St Pauls,Sandwell,West Midlands,15,120,12.5000,
E00050772,Blackheath,Sandwell,West Midlands,18,65,27.6900,
E00050543,Hateley Heath,Sandwell,West Midlands,18,91,19.7800,
E00050434,Great Barr with Yew Tree,Sandwell,West Midlands,19,83,22.8900,
E00050836,St Pauls,Sandwell,West Midlands,12,72,16.6700,
E00050373,Cradley Heath and Old Hill,Sandwell,West Midlands,39,162,24.0700,
E00051040,Wednesbury South,Sandwell,West Midlands,27,110,24.5500,
E00050870,Smethwick,Sandwell,West Midlands,23,74,31.0800,
E00050635,Newton,Sandwell,West Midlands,19,82,23.1700,
E00165818,Charlemont with Grove Vale,Sandwell,West Midlands,34,159,21.3800,
E00050546,Hateley Heath,Sandwell,West Midlands,42,155,27.1000,
E00050954,Tipton Green,Sandwell,West Midlands,25,78,32.0500,
E00168229,Wednesbury South,Sandwell,West Midlands,32,110,29.0900,
E00050249,Blackheath,Sandwell,West Midlands,28,93,30.1100,
E00050808,Rowley,Sandwell,West Midlands,17,67,25.3700,
E00050867,Soho and Victoria,Sandwell,West Midlands,29,111,26.1300,
E00050889,Soho and Victoria,Sandwell,West Midlands,27,102,26.4700,
E00051023,Wednesbury North,Sandwell,West Midlands,40,187,21.3900,
E00050768,Princes End,Sandwell,West Midlands,18,98,18.3700,
E00050460,Great Barr with Yew Tree,Sandwell,West Midlands,17,64,26.5600,
E00168234,St Pauls,Sandwell,West Midlands,7,58,12.0700,
E00050651,Newton,Sandwell,West Midlands,19,78,24.3600,
E00050263,Langley,Sandwell,West Midlands,27,104,25.9600,
E00050873,Smethwick,Sandwell,West Midlands,32,87,36.7800,
E00050473,Great Bridge,Sandwell,West Midlands,24,81,29.6300,
E00050331,Charlemont with Grove Vale,Sandwell,West Midlands,30,125,24.0000,
E00050347,Cradley Heath and Old Hill,Sandwell,West Midlands,18,92,19.5700,
E00050874,Soho and Victoria,Sandwell,West Midlands,18,104,17.3100,
E00050696,Old Warley,Sandwell,West Midlands,24,84,28.5700,
E00050617,Langley,Sandwell,West Midlands,21,90,23.3300,
E00051058,Wednesbury South,Sandwell,West Midlands,28,74,37.8400,
E00050387,Friar Park,Sandwell,West Midlands,34,93,36.5600,
E00050668,Oldbury,Sandwell,West Midlands,28,95,29.4700,
E00050922,Tipton Green,Sandwell,West Midlands,33,91,36.2600,
E00050192,Abbey,Sandwell,West Midlands,19,98,19.3900,
E00050658,Oldbury,Sandwell,West Midlands,23,111,20.7200,
E00050306,Charlemont with Grove Vale,Sandwell,West Midlands,25,101,24.7500,
E00050470,Great Bridge,Sandwell,West Midlands,26,99,26.2600,
E00050593,Langley,Sandwell,West Midlands,21,76,27.6300,
E00168208,Tipton Green,Sandwell,West Midlands,14,107,13.0800,
E00050693,Old Warley,Sandwell,West Midlands,25,89,28.0900,
E00050196,Abbey,Sandwell,West Midlands,15,103,14.5600,
E00050440,Great Barr with Yew Tree,Sandwell,West Midlands,19,93,20.4300,
E00050674,St Pauls,Sandwell,West Midlands,23,92,25.0000,
E00050859,Smethwick,Sandwell,West Midlands,19,129,14.7300,
E00050779,Rowley,Sandwell,West Midlands,17,87,19.5400,
E00050548,Hateley Heath,Sandwell,West Midlands,32,142,22.5400,
E00050408,Friar Park,Sandwell,West Midlands,26,91,28.5700,
E00050273,Bristnall,Sandwell,West Midlands,18,69,26.0900,
E00050358,Cradley Heath and Old Hill,Sandwell,West Midlands,15,66,22.7300,
E00050260,Blackheath,Sandwell,West Midlands,22,88,25.0000,
E00050960,Tividale,Sandwell,West Midlands,20,85,23.5300,
E00050489,Great Bridge,Sandwell,West Midlands,27,84,32.1400,
E00050274,Bristnall,Sandwell,West Midlands,22,88,25.0000,
E00050637,Newton,Sandwell,West Midlands,22,65,33.8500,
E00050451,Great Barr with Yew Tree,Sandwell,West Midlands,18,67,26.8700,
E00050298,Bristnall,Sandwell,West Midlands,28,109,25.6900,
E00050219,Abbey,Sandwell,West Midlands,11,90,12.2200,
E00051033,Wednesbury North,Sandwell,West Midlands,34,101,33.6600,
E00050670,Oldbury,Sandwell,West Midlands,25,96,26.0400,
E00051026,Wednesbury North,Sandwell,West Midlands,18,83,21.6900,
E00050426,Great Barr with Yew Tree,Sandwell,West Midlands,17,73,23.2900,
E00050581,Langley,Sandwell,West Midlands,27,91,29.6700,
E00051078,West Bromwich Central,Sandwell,West Midlands,27,107,25.2300,
E00050758,Princes End,Sandwell,West Midlands,28,88,31.8200,
E00050255,Blackheath,Sandwell,West Midlands,17,78,21.7900,
E00050420,Friar Park,Sandwell,West Midlands,23,96,23.9600,
E00050763,Princes End,Sandwell,West Midlands,14,80,17.5000,
E00050762,Princes End,Sandwell,West Midlands,24,101,23.7600,
E00050604,Langley,Sandwell,West Midlands,19,87,21.8400,
E00168237,Greets Green and Lyng,Sandwell,West Midlands,13,59,22.0300,
E00050685,Smethwick,Sandwell,West Midlands,27,92,29.3500,
E00168224,Oldbury,Sandwell,West Midlands,36,128,28.1300,
E00168209,Great Bridge,Sandwell,West Midlands,17,98,17.3500,
E00050265,Langley,Sandwell,West Midlands,15,63,23.8100,
E00050325,Charlemont with Grove Vale,Sandwell,West Midlands,28,76,36.8400,
E00050855,Smethwick,Sandwell,West Midlands,25,79,31.6500,
E00050755,Princes End,Sandwell,West Midlands,23,84,27.3800,
E00051081,West Bromwich Central,Sandwell,West Midlands,26,126,20.6300,
E00050907,Oldbury,Sandwell,West Midlands,29,90,32.2200,
E00050926,Tipton Green,Sandwell,West Midlands,16,100,16.0000,
E00050886,Soho and Victoria,Sandwell,West Midlands,12,97,12.3700,
E00050807,Rowley,Sandwell,West Midlands,35,102,34.3100,
E00050599,Bristnall,Sandwell,West Midlands,25,108,23.1500,
E00050764,Princes End,Sandwell,West Midlands,27,103,26.2100,
E00050730,Princes End,Sandwell,West Midlands,28,106,26.4200,
E00050678,St Pauls,Sandwell,West Midlands,24,133,18.0500,
E00050380,Cradley Heath and Old Hill,Sandwell,West Midlands,18,76,23.6800,
E00051025,Wednesbury North,Sandwell,West Midlands,26,82,31.7100,
E00050562,Hateley Heath,Sandwell,West Midlands,25,99,25.2500,
E00050301,Bristnall,Sandwell,West Midlands,21,76,27.6300,
E00168205,Soho and Victoria,Sandwell,West Midlands,19,105,18.1000,
E00050610,Langley,Sandwell,West Midlands,28,86,32.5600,
E00050757,Princes End,Sandwell,West Midlands,26,89,29.2100,
E00050645,Newton,Sandwell,West Midlands,18,78,23.0800,
E00050595,Bristnall,Sandwell,West Midlands,24,84,28.5700,
E00051000,Wednesbury North,Sandwell,West Midlands,29,100,29.0000,
E00050518,Greets Green and Lyng,Sandwell,West Midlands,20,86,23.2600,
E00050272,Smethwick,Sandwell,West Midlands,26,98,26.5300,
E00050297,Bristnall,Sandwell,West Midlands,17,53,32.0800,
E00050846,Soho and Victoria,Sandwell,West Midlands,24,135,17.7800,
E00051104,West Bromwich Central,Sandwell,West Midlands,15,101,14.8500,
E00051061,Wednesbury South,Sandwell,West Midlands,21,69,30.4300,
E00050884,Soho and Victoria,Sandwell,West Midlands,18,94,19.1500,
E00051093,West Bromwich Central,Sandwell,West Midlands,24,87,27.5900,
E00050638,Newton,Sandwell,West Midlands,21,71,29.5800,
E00051036,Wednesbury South,Sandwell,West Midlands,26,94,27.6600,
E00051012,Wednesbury North,Sandwell,West Midlands,32,109,29.3600,
E00050244,Blackheath,Sandwell,West Midlands,28,91,30.7700,
E00050691,Oldbury,Sandwell,West Midlands,21,97,21.6500,
E00050972,Tividale,Sandwell,West Midlands,30,112,26.7900,
E00050271,Bristnall,Sandwell,West Midlands,23,73,31.5100,
E00050369,Cradley Heath and Old Hill,Sandwell,West Midlands,25,76,32.8900,
E00051048,Wednesbury South,Sandwell,West Midlands,36,96,37.5000,
E00168214,Great Bridge,Sandwell,West Midlands,22,108,20.3700,
E00050514,Greets Green and Lyng,Sandwell,West Midlands,26,78,33.3300,
E00050805,Rowley,Sandwell,West Midlands,27,91,29.6700,
E00051031,Wednesbury North,Sandwell,West Midlands,33,102,32.3500,
E00051086,West Bromwich Central,Sandwell,West Midlands,13,77,16.8800,
E00051007,Wednesbury North,Sandwell,West Midlands,23,93,24.7300,
E00050466,Great Bridge,Sandwell,West Midlands,28,118,23.7300,
E00050456,Great Barr with Yew Tree,Sandwell,West Midlands,28,133,21.0500,
E00050268,Bristnall,Sandwell,West Midlands,28,97,28.8700,
E00050864,Smethwick,Sandwell,West Midlands,18,90,20.0000,
E00050462,Great Barr with Yew Tree,Sandwell,West Midlands,17,56,30.3600,
E00050544,Hateley Heath,Sandwell,West Midlands,27,98,27.5500,
E00050981,Tividale,Sandwell,West Midlands,21,80,26.2500,
E00050225,Langley,Sandwell,West Midlands,21,67,31.3400,
E00050843,Smethwick,Sandwell,West Midlands,23,122,18.8500,
E00050900,Soho and Victoria,Sandwell,West Midlands,15,63,23.8100,
E00050742,Princes End,Sandwell,West Midlands,39,92,42.3900,
E00050553,Hateley Heath,Sandwell,West Midlands,17,85,20.0000,
E00168220,Oldbury,Sandwell,West Midlands,19,123,15.4500,
E00050480,Greets Green and Lyng,Sandwell,West Midlands,30,94,31.9100,
E00050526,Greets Green and Lyng,Sandwell,West Midlands,30,92,32.6100,
E00050986,Tividale,Sandwell,West Midlands,25,94,26.6000,
E00050829,St Pauls,Sandwell,West Midlands,15,83,18.0700,
E00050252,Blackheath,Sandwell,West Midlands,5,50,10.0000,
E00051020,Friar Park,Sandwell,West Midlands,52,187,27.8100,
E00050569,Hateley Heath,Sandwell,West Midlands,22,91,24.1800,
E00050401,Friar Park,Sandwell,West Midlands,23,83,27.7100,
E00050669,Oldbury,Sandwell,West Midlands,35,143,24.4800,
E00050673,St Pauls,Sandwell,West Midlands,18,121,14.8800,
E00050724,Old Warley,Sandwell,West Midlands,14,81,17.2800,
E00050417,Friar Park,Sandwell,West Midlands,31,121,25.6200,
E00168211,Great Bridge,Sandwell,West Midlands,25,81,30.8600,
E00050830,St Pauls,Sandwell,West Midlands,20,111,18.0200,
E00050496,Great Bridge,Sandwell,West Midlands,35,98,35.7100,
E00051092,West Bromwich Central,Sandwell,West Midlands,14,39,35.9000,
E00050442,Great Barr with Yew Tree,Sandwell,West Midlands,29,97,29.9000,
E00050414,Friar Park,Sandwell,West Midlands,38,98,38.7800,
E00050965,Tividale,Sandwell,West Midlands,27,102,26.4700,
E00050766,Princes End,Sandwell,West Midlands,20,94,21.2800,
E00050816,Smethwick,Sandwell,West Midlands,18,103,17.4800,
E00050495,Great Bridge,Sandwell,West Midlands,53,166,31.9300,
E00050228,Langley,Sandwell,West Midlands,39,133,29.3200,
E00050246,Blackheath,Sandwell,West Midlands,18,73,24.6600,
E00050449,Great Barr with Yew Tree,Sandwell,West Midlands,15,87,17.2400,
E00050897,Soho and Victoria,Sandwell,West Midlands,25,123,20.3300,
E00051060,Wednesbury South,Sandwell,West Midlands,31,131,23.6600,
E00050871,Smethwick,Sandwell,West Midlands,20,80,25.0000,
E00050220,Abbey,Sandwell,West Midlands,14,91,15.3800,
E00050572,Hateley Heath,Sandwell,West Midlands,21,68,30.8800,
E00050962,Tividale,Sandwell,West Midlands,26,90,28.8900,
E00050353,Cradley Heath and Old Hill,Sandwell,West Midlands,21,76,27.6300,
E00050469,Great Bridge,Sandwell,West Midlands,27,87,31.0300,
E00050659,Oldbury,Sandwell,West Midlands,17,89,19.1000,
E00050667,Oldbury,Sandwell,West Midlands,24,118,20.3400,
E00050753,Princes End,Sandwell,West Midlands,26,106,24.5300,
E00050699,Old Warley,Sandwell,West Midlands,25,94,26.6000,
E00050618,Langley,Sandwell,West Midlands,25,92,27.1700,
E00050186,Abbey,Sandwell,West Midlands,12,103,11.6500,
E00051029,Wednesbury North,Sandwell,West Midlands,21,81,25.9300,
E00050894,Soho and Victoria,Sandwell,West Midlands,18,115,15.6500,
E00050341,Charlemont with Grove Vale,Sandwell,West Midlands,25,118,21.1900,
E00050666,Oldbury,Sandwell,West Midlands,40,192,20.8300,
E00050997,Wednesbury North,Sandwell,West Midlands,25,108,23.1500,
E00050662,Oldbury,Sandwell,West Midlands,20,74,27.0300,
E00050368,Cradley Heath and Old Hill,Sandwell,West Midlands,32,155,20.6500,
E00050532,Greets Green and Lyng,Sandwell,West Midlands,11,76,14.4700,
E00051027,Wednesbury North,Sandwell,West Midlands,17,73,23.2900,
E00050916,Tipton Green,Sandwell,West Midlands,28,75,37.3300,
E00050392,Friar Park,Sandwell,West Midlands,27,89,30.3400,
E00050936,Oldbury,Sandwell,West Midlands,21,100,21.0000,
E00051045,Wednesbury South,Sandwell,West Midlands,8,41,19.5100,
E00050525,Greets Green and Lyng,Sandwell,West Midlands,19,65,29.2300,
E00050313,Charlemont with Grove Vale,Sandwell,West Midlands,16,80,20.0000,
E00051079,West Bromwich Central,Sandwell,West Midlands,37,187,19.7900,
E00168212,Great Bridge,Sandwell,West Midlands,21,126,16.6700,
E00050493,Great Bridge,Sandwell,West Midlands,24,75,32.0000,
