OA Code,Ward Name,LA Name,Region Name,QS106EW0003,QS106EW0001 (base),OA Percentage
E00050378,Cradley Heath and Old Hill,Sandwell,West Midlands,4,204,1.9600,
E00050735,Princes End,Sandwell,West Midlands,3,354,0.8500,
E00050650,Newton,Sandwell,West Midlands,8,335,2.3900,
E00050697,Old Warley,Sandwell,West Midlands,11,324,3.4000,
E00050230,Blackheath,Sandwell,West Midlands,10,348,2.8700,
E00050713,Old Warley,Sandwell,West Midlands,4,324,1.2300,
E00050792,Rowley,Sandwell,West Midlands,4,282,1.4200,
E00050594,Langley,Sandwell,West Midlands,2,188,1.0600,
E00050515,Greets Green and Lyng,Sandwell,West Midlands,7,142,4.9300,
E00050957,Tividale,Sandwell,West Midlands,0,234,0.0000,
E00050218,Abbey,Sandwell,West Midlands,9,277,3.2500,
E00050226,Blackheath,Sandwell,West Midlands,2,307,0.6500,
E00050299,Old Warley,Sandwell,West Midlands,5,348,1.4400,
E00050961,Tividale,Sandwell,West Midlands,6,360,1.6700,
E00168201,Soho and Victoria,Sandwell,West Midlands,8,458,1.7500,
E00050429,Charlemont with Grove Vale,Sandwell,West Midlands,8,245,3.2700,
E00050776,Blackheath,Sandwell,West Midlands,7,327,2.1400,
E00168230,Wednesbury South,Sandwell,West Midlands,7,428,1.6400,
E00050503,Great Bridge,Sandwell,West Midlands,1,265,0.3800,
E00050878,Smethwick,Sandwell,West Midlands,2,241,0.8300,
E00050726,Old Warley,Sandwell,West Midlands,5,245,2.0400,
E00050751,Princes End,Sandwell,West Midlands,7,303,2.3100,
E00050229,Langley,Sandwell,West Midlands,5,293,1.7100,
E00050842,Smethwick,Sandwell,West Midlands,9,400,2.2500,
E00050231,Blackheath,Sandwell,West Midlands,3,277,1.0800,
E00050276,Bristnall,Sandwell,West Midlands,4,313,1.2800,
E00050872,Soho and Victoria,Sandwell,West Midlands,8,490,1.6300,
E00051095,West Bromwich Central,Sandwell,West Midlands,3,391,0.7700,
E00051014,Wednesbury North,Sandwell,West Midlands,2,358,0.5600,
E00050339,Charlemont with Grove Vale,Sandwell,West Midlands,3,334,0.9000,
E00050963,Tividale,Sandwell,West Midlands,2,326,0.6100,
E00050384,Cradley Heath and Old Hill,Sandwell,West Midlands,6,246,2.4400,
E00168200,Soho and Victoria,Sandwell,West Midlands,5,422,1.1800,
E00050337,Charlemont with Grove Vale,Sandwell,West Midlands,8,315,2.5400,
E00050657,Oldbury,Sandwell,West Midlands,4,420,0.9500,
E00050935,Oldbury,Sandwell,West Midlands,8,299,2.6800,
E00050729,Princes End,Sandwell,West Midlands,1,337,0.3000,
E00050866,Smethwick,Sandwell,West Midlands,2,211,0.9500,
E00050683,Smethwick,Sandwell,West Midlands,8,421,1.9000,
E00050191,Abbey,Sandwell,West Midlands,9,346,2.6000,
E00050557,Hateley Heath,Sandwell,West Midlands,9,324,2.7800,
E00050361,Cradley Heath and Old Hill,Sandwell,West Midlands,9,298,3.0200,
E00050876,Soho and Victoria,Sandwell,West Midlands,3,537,0.5600,
E00050510,Greets Green and Lyng,Sandwell,West Midlands,11,245,4.4900,
E00050379,Cradley Heath and Old Hill,Sandwell,West Midlands,4,304,1.3200,
E00168203,Soho and Victoria,Sandwell,West Midlands,9,348,2.5900,
E00050324,Charlemont with Grove Vale,Sandwell,West Midlands,7,306,2.2900,
E00050432,Great Barr with Yew Tree,Sandwell,West Midlands,2,297,0.6700,
E00050448,Great Barr with Yew Tree,Sandwell,West Midlands,4,552,0.7200,
E00168204,Soho and Victoria,Sandwell,West Midlands,4,350,1.1400,
E00051004,Wednesbury North,Sandwell,West Midlands,6,292,2.0500,
E00051042,Wednesbury South,Sandwell,West Midlands,2,108,1.8500,
E00050566,Hateley Heath,Sandwell,West Midlands,11,282,3.9000,
E00050783,Rowley,Sandwell,West Midlands,6,367,1.6300,
E00050788,Rowley,Sandwell,West Midlands,5,276,1.8100,
E00050540,Hateley Heath,Sandwell,West Midlands,3,403,0.7400,
E00051085,West Bromwich Central,Sandwell,West Midlands,9,355,2.5400,
E00050634,Newton,Sandwell,West Midlands,2,264,0.7600,
E00050561,Hateley Heath,Sandwell,West Midlands,4,336,1.1900,
E00050602,Bristnall,Sandwell,West Midlands,4,365,1.1000,
E00050310,Charlemont with Grove Vale,Sandwell,West Midlands,3,294,1.0200,
E00050636,Newton,Sandwell,West Midlands,3,250,1.2000,
E00050844,Smethwick,Sandwell,West Midlands,3,404,0.7400,
E00050316,West Bromwich Central,Sandwell,West Midlands,9,358,2.5100,
E00050397,Friar Park,Sandwell,West Midlands,3,261,1.1500,
E00050292,Bristnall,Sandwell,West Midlands,3,371,0.8100,
E00050213,Abbey,Sandwell,West Midlands,17,243,7.0000,
E00050956,Tividale,Sandwell,West Midlands,17,386,4.4000,
E00050573,Hateley Heath,Sandwell,West Midlands,0,309,0.0000,
E00050486,Great Bridge,Sandwell,West Midlands,4,373,1.0700,
E00050821,Smethwick,Sandwell,West Midlands,6,312,1.9200,
E00050984,Tividale,Sandwell,West Midlands,2,322,0.6200,
E00050999,Wednesbury North,Sandwell,West Midlands,10,400,2.5000,
E00051015,Wednesbury North,Sandwell,West Midlands,8,369,2.1700,
E00050747,Princes End,Sandwell,West Midlands,1,398,0.2500,
E00051094,West Bromwich Central,Sandwell,West Midlands,9,477,1.8900,
E00050823,Smethwick,Sandwell,West Midlands,9,259,3.4700,
E00050826,St Pauls,Sandwell,West Midlands,4,355,1.1300,
E00050524,Greets Green and Lyng,Sandwell,West Midlands,6,369,1.6300,
E00050881,Soho and Victoria,Sandwell,West Midlands,2,423,0.4700,
E00050391,Friar Park,Sandwell,West Midlands,7,313,2.2400,
E00050800,Rowley,Sandwell,West Midlands,1,311,0.3200,
E00050212,Abbey,Sandwell,West Midlands,4,304,1.3200,
E00050725,Old Warley,Sandwell,West Midlands,3,304,0.9900,
E00050814,St Pauls,Sandwell,West Midlands,5,388,1.2900,
E00050895,Soho and Victoria,Sandwell,West Midlands,5,326,1.5300,
E00050760,Princes End,Sandwell,West Midlands,2,154,1.3000,
E00050293,Bristnall,Sandwell,West Midlands,8,342,2.3400,
E00050622,Newton,Sandwell,West Midlands,3,307,0.9800,
E00050928,Oldbury,Sandwell,West Midlands,3,332,0.9000,
E00051032,Wednesbury North,Sandwell,West Midlands,7,515,1.3600,
E00050577,Hateley Heath,Sandwell,West Midlands,6,428,1.4000,
E00050943,Tipton Green,Sandwell,West Midlands,6,315,1.9000,
E00168223,Great Bridge,Sandwell,West Midlands,4,293,1.3700,
E00051073,Wednesbury South,Sandwell,West Midlands,1,380,0.2600,
E00050679,St Pauls,Sandwell,West Midlands,0,322,0.0000,
E00050948,Tipton Green,Sandwell,West Midlands,2,222,0.9000,
E00050258,Blackheath,Sandwell,West Midlands,3,351,0.8500,
E00050290,Bristnall,Sandwell,West Midlands,7,332,2.1100,
E00050352,Cradley Heath and Old Hill,Sandwell,West Midlands,11,315,3.4900,
E00050879,Smethwick,Sandwell,West Midlands,1,211,0.4700,
E00050211,Abbey,Sandwell,West Midlands,9,279,3.2300,
E00050860,Smethwick,Sandwell,West Midlands,5,202,2.4800,
E00051016,Wednesbury North,Sandwell,West Midlands,7,355,1.9700,
E00051067,Wednesbury South,Sandwell,West Midlands,1,261,0.3800,
E00050754,Princes End,Sandwell,West Midlands,5,251,1.9900,
E00168219,Oldbury,Sandwell,West Midlands,3,297,1.0100,
E00050736,Princes End,Sandwell,West Midlands,7,428,1.6400,
E00050664,Oldbury,Sandwell,West Midlands,4,254,1.5700,
E00050539,Hateley Heath,Sandwell,West Midlands,5,341,1.4700,
E00050305,Bristnall,Sandwell,West Midlands,3,240,1.2500,
E00168215,Blackheath,Sandwell,West Midlands,4,332,1.2000,
E00050790,Rowley,Sandwell,West Midlands,3,344,0.8700,
E00050711,Old Warley,Sandwell,West Midlands,4,322,1.2400,
E00050791,Rowley,Sandwell,West Midlands,2,308,0.6500,
E00168231,Great Barr with Yew Tree,Sandwell,West Midlands,15,394,3.8100,
E00050552,Hateley Heath,Sandwell,West Midlands,4,347,1.1500,
E00050584,Bristnall,Sandwell,West Midlands,8,267,3.0000,
E00050710,Old Warley,Sandwell,West Midlands,4,299,1.3400,
E00050289,Bristnall,Sandwell,West Midlands,7,356,1.9700,
E00050505,Greets Green and Lyng,Sandwell,West Midlands,3,506,0.5900,
E00050950,Tipton Green,Sandwell,West Midlands,4,471,0.8500,
E00051096,West Bromwich Central,Sandwell,West Midlands,11,254,4.3300,
E00050208,Abbey,Sandwell,West Midlands,4,273,1.4700,
E00050630,Newton,Sandwell,West Midlands,6,295,2.0300,
E00050778,Rowley,Sandwell,West Midlands,1,347,0.2900,
E00051017,Wednesbury North,Sandwell,West Midlands,4,253,1.5800,
E00050862,Smethwick,Sandwell,West Midlands,5,339,1.4700,
E00050453,Great Barr with Yew Tree,Sandwell,West Midlands,4,302,1.3200,
E00050425,Great Barr with Yew Tree,Sandwell,West Midlands,3,286,1.0500,
E00050702,Old Warley,Sandwell,West Midlands,1,295,0.3400,
E00051105,West Bromwich Central,Sandwell,West Midlands,2,368,0.5400,
E00050967,Tividale,Sandwell,West Midlands,14,420,3.3300,
E00050915,Tipton Green,Sandwell,West Midlands,8,305,2.6200,
E00050994,Tividale,Sandwell,West Midlands,7,356,1.9700,
E00050585,Langley,Sandwell,West Midlands,9,319,2.8200,
E00050296,Bristnall,Sandwell,West Midlands,3,324,0.9300,
E00050217,Abbey,Sandwell,West Midlands,11,351,3.1300,
E00168218,Oldbury,Sandwell,West Midlands,2,319,0.6300,
E00050504,Great Bridge,Sandwell,West Midlands,4,254,1.5700,
E00050611,Langley,Sandwell,West Midlands,4,373,1.0700,
E00050774,Rowley,Sandwell,West Midlands,5,289,1.7300,
E00050450,Great Barr with Yew Tree,Sandwell,West Midlands,2,491,0.4100,
E00051843,Bentley and Darlaston North,Walsall,West Midlands,7,341,2.0500,
E00050690,Oldbury,Sandwell,West Midlands,6,378,1.5900,
E00052576,Willenhall South,Walsall,West Midlands,1,381,0.2600,
E00052216,Paddock,Walsall,West Midlands,7,320,2.1900,
E00168254,Willenhall South,Walsall,West Midlands,4,372,1.0800,
E00051876,Darlaston South,Walsall,West Midlands,10,323,3.1000,
E00052409,St Matthew's,Walsall,West Midlands,5,373,1.3400,
E00052396,St Matthew's,Walsall,West Midlands,5,471,1.0600,
E00052317,Pheasey Park Farm,Walsall,West Midlands,5,285,1.7500,
E00052488,Streetly,Walsall,West Midlands,6,198,3.0300,
E00051866,Bentley and Darlaston North,Walsall,West Midlands,1,326,0.3100,
E00052205,Paddock,Walsall,West Midlands,7,459,1.5300,
E00051923,Pleck,Walsall,West Midlands,3,326,0.9200,
E00052259,Palfrey,Walsall,West Midlands,0,436,0.0000,
E00052324,Pheasey Park Farm,Walsall,West Midlands,4,298,1.3400,
E00052202,Paddock,Walsall,West Midlands,11,285,3.8600,
E00168275,Aldridge Central and South,Walsall,West Midlands,17,483,3.5200,
E00052470,Streetly,Walsall,West Midlands,5,307,1.6300,
E00052572,Willenhall South,Walsall,West Midlands,8,308,2.6000,
E00052538,Willenhall South,Walsall,West Midlands,8,279,2.8700,
E00168257,St Matthew's,Walsall,West Midlands,11,210,5.2400,
E00052154,St Matthew's,Walsall,West Midlands,5,317,1.5800,
E00052466,Streetly,Walsall,West Midlands,3,310,0.9700,
E00052573,Willenhall South,Walsall,West Midlands,8,306,2.6100,
E00052129,Darlaston South,Walsall,West Midlands,4,178,2.2500,
E00052434,Short Heath,Walsall,West Midlands,6,358,1.6800,
E00052220,Pheasey Park Farm,Walsall,West Midlands,6,327,1.8300,
E00168242,St Matthew's,Walsall,West Midlands,1,189,0.5300,
E00052465,Streetly,Walsall,West Midlands,6,359,1.6700,
E00051914,Birchills Leamore,Walsall,West Midlands,4,402,1.0000,
E00052333,Pheasey Park Farm,Walsall,West Midlands,8,267,3.0000,
E00052150,St Matthew's,Walsall,West Midlands,6,305,1.9700,
E00052557,Willenhall South,Walsall,West Midlands,3,320,0.9400,
E00052357,Pleck,Walsall,West Midlands,5,418,1.2000,
E00052337,Pheasey Park Farm,Walsall,West Midlands,1,298,0.3400,
E00052328,Pheasey Park Farm,Walsall,West Midlands,1,343,0.2900,
E00052456,Streetly,Walsall,West Midlands,6,338,1.7800,
E00052361,Pleck,Walsall,West Midlands,5,210,2.3800,
E00052188,Paddock,Walsall,West Midlands,13,370,3.5100,
E00052463,Streetly,Walsall,West Midlands,3,294,1.0200,
E00051924,Pleck,Walsall,West Midlands,5,391,1.2800,
E00168261,Streetly,Walsall,West Midlands,8,323,2.4800,
E00052374,St Matthew's,Walsall,West Midlands,4,319,1.2500,
E00168256,St Matthew's,Walsall,West Midlands,4,262,1.5300,
E00052321,Pheasey Park Farm,Walsall,West Midlands,10,316,3.1600,
E00052260,Palfrey,Walsall,West Midlands,6,392,1.5300,
E00052229,Palfrey,Walsall,West Midlands,3,385,0.7800,
E00052209,Paddock,Walsall,West Midlands,7,315,2.2200,
E00052539,Willenhall South,Walsall,West Midlands,2,301,0.6600,
E00052248,Palfrey,Walsall,West Midlands,6,303,1.9800,
E00052453,Streetly,Walsall,West Midlands,6,281,2.1400,
E00051920,Pleck,Walsall,West Midlands,6,334,1.8000,
E00052128,Darlaston South,Walsall,West Midlands,5,378,1.3200,
E00052410,St Matthew's,Walsall,West Midlands,9,240,3.7500,
E00052180,Paddock,Walsall,West Midlands,6,399,1.5000,
E00052491,Streetly,Walsall,West Midlands,9,308,2.9200,
E00052493,Streetly,Walsall,West Midlands,7,342,2.0500,
E00052101,Darlaston South,Walsall,West Midlands,5,384,1.3000,
E00051883,Darlaston South,Walsall,West Midlands,6,309,1.9400,
E00052256,Palfrey,Walsall,West Midlands,8,421,1.9000,
E00052103,Darlaston South,Walsall,West Midlands,3,291,1.0300,
E00051922,Pleck,Walsall,West Midlands,2,323,0.6200,
E00052402,St Matthew's,Walsall,West Midlands,2,321,0.6200,
E00052182,Pheasey Park Farm,Walsall,West Midlands,3,298,1.0100,
E00052472,Streetly,Walsall,West Midlands,8,330,2.4200,
E00052367,Pleck,Walsall,West Midlands,6,316,1.9000,
E00052325,Pheasey Park Farm,Walsall,West Midlands,13,326,3.9900,
E00052541,Willenhall South,Walsall,West Midlands,5,337,1.4800,
E00052199,Paddock,Walsall,West Midlands,11,390,2.8200,
E00052118,Darlaston South,Walsall,West Midlands,2,307,0.6500,
E00052246,Palfrey,Walsall,West Midlands,6,384,1.5600,
E00052249,Palfrey,Walsall,West Midlands,6,543,1.1000,
E00052483,Streetly,Walsall,West Midlands,6,263,2.2800,
E00052543,Willenhall South,Walsall,West Midlands,2,373,0.5400,
E00052322,Pheasey Park Farm,Walsall,West Midlands,12,329,3.6500,
E00051880,Bentley and Darlaston North,Walsall,West Midlands,8,336,2.3800,
E00052329,Pheasey Park Farm,Walsall,West Midlands,5,290,1.7200,
E00052187,Pheasey Park Farm,Walsall,West Midlands,5,303,1.6500,
E00052204,Paddock,Walsall,West Midlands,7,374,1.8700,
E00051882,Bentley and Darlaston North,Walsall,West Midlands,3,328,0.9100,
E00052106,Darlaston South,Walsall,West Midlands,7,431,1.6200,
E00052251,Palfrey,Walsall,West Midlands,3,418,0.7200,
E00052257,Palfrey,Walsall,West Midlands,3,351,0.8500,
E00052157,St Matthew's,Walsall,West Midlands,8,308,2.6000,
E00052468,Streetly,Walsall,West Midlands,9,313,2.8800,
E00052326,Pheasey Park Farm,Walsall,West Midlands,6,319,1.8800,
E00052567,Willenhall South,Walsall,West Midlands,7,326,2.1500,
E00052330,Pheasey Park Farm,Walsall,West Midlands,11,294,3.7400,
E00168264,Willenhall South,Walsall,West Midlands,9,447,2.0100,
E00052350,Pleck,Walsall,West Midlands,6,349,1.7200,
E00052540,Willenhall South,Walsall,West Midlands,3,435,0.6900,
E00052379,St Matthew's,Walsall,West Midlands,15,364,4.1200,
E00052130,Darlaston South,Walsall,West Midlands,2,256,0.7800,
E00052474,Streetly,Walsall,West Midlands,5,267,1.8700,
E00051780,Aldridge Central and South,Walsall,West Midlands,17,338,5.0300,
E00052211,Paddock,Walsall,West Midlands,10,436,2.2900,
E00052358,Pleck,Walsall,West Midlands,3,121,2.4800,
E00052344,Pleck,Walsall,West Midlands,2,425,0.4700,
E00052575,Willenhall South,Walsall,West Midlands,8,309,2.5900,
E00052542,Willenhall South,Walsall,West Midlands,13,504,2.5800,
E00052239,Palfrey,Walsall,West Midlands,11,531,2.0700,
E00052098,Darlaston South,Walsall,West Midlands,4,348,1.1500,
E00052312,Pheasey Park Farm,Walsall,West Midlands,8,261,3.0700,
E00052393,Birchills Leamore,Walsall,West Midlands,0,248,0.0000,
E00052152,St Matthew's,Walsall,West Midlands,6,358,1.6800,
E00052243,Palfrey,Walsall,West Midlands,7,444,1.5800,
E00168252,Darlaston South,Walsall,West Midlands,11,356,3.0900,
E00051873,Bentley and Darlaston North,Walsall,West Midlands,3,360,0.8300,
E00051885,Bentley and Darlaston North,Walsall,West Midlands,8,339,2.3600,
E00052548,Willenhall South,Walsall,West Midlands,10,324,3.0900,
E00052208,Paddock,Walsall,West Midlands,13,403,3.2300,
E00052371,Pleck,Walsall,West Midlands,5,321,1.5600,
E00051849,Bentley and Darlaston North,Walsall,West Midlands,4,359,1.1100,
E00052190,Pheasey Park Farm,Walsall,West Midlands,5,280,1.7900,
E00052408,St Matthew's,Walsall,West Midlands,5,355,1.4100,
E00052181,Paddock,Walsall,West Midlands,2,247,0.8100,
E00052111,Darlaston South,Walsall,West Midlands,5,310,1.6100,
E00052240,Palfrey,Walsall,West Midlands,1,346,0.2900,
E00052489,Streetly,Walsall,West Midlands,10,340,2.9400,
E00052100,Darlaston South,Walsall,West Midlands,4,228,1.7500,
E00052124,Darlaston South,Walsall,West Midlands,7,387,1.8100,
E00168263,Pheasey Park Farm,Walsall,West Midlands,2,319,0.6300,
E00052461,Streetly,Walsall,West Midlands,9,344,2.6200,
E00052247,Palfrey,Walsall,West Midlands,5,481,1.0400,
E00051879,Darlaston South,Walsall,West Midlands,4,285,1.4000,
E00051926,Pleck,Walsall,West Midlands,8,383,2.0900,
E00051855,Bentley and Darlaston North,Walsall,West Midlands,4,270,1.4800,
E00168243,St Matthew's,Walsall,West Midlands,3,203,1.4800,
E00052562,Willenhall South,Walsall,West Midlands,5,315,1.5900,
E00051872,Bentley and Darlaston North,Walsall,West Midlands,5,302,1.6600,
E00052534,Willenhall South,Walsall,West Midlands,0,351,0.0000,
E00052198,Paddock,Walsall,West Midlands,4,343,1.1700,
E00052189,Paddock,Walsall,West Midlands,2,165,1.2100,
E00052151,St Matthew's,Walsall,West Midlands,5,436,1.1500,
E00051853,Bentley and Darlaston North,Walsall,West Midlands,4,475,0.8400,
E00052185,Paddock,Walsall,West Midlands,8,333,2.4000,
E00052378,St Matthew's,Walsall,West Midlands,4,176,2.2700,
E00052108,Darlaston South,Walsall,West Midlands,4,313,1.2800,
E00052104,Darlaston South,Walsall,West Midlands,3,375,0.8000,
E00051918,Birchills Leamore,Walsall,West Midlands,5,270,1.8500,
E00052353,Pleck,Walsall,West Midlands,3,309,0.9700,
E00052327,Pheasey Park Farm,Walsall,West Midlands,7,334,2.1000,
E00052471,Streetly,Walsall,West Midlands,2,264,0.7600,
E00052552,Willenhall South,Walsall,West Midlands,5,396,1.2600,
E00052476,Streetly,Walsall,West Midlands,3,114,2.6300,
E00051852,Bentley and Darlaston North,Walsall,West Midlands,10,494,2.0200,
E00052232,Palfrey,Walsall,West Midlands,8,315,2.5400,
E00052132,Darlaston South,Walsall,West Midlands,3,373,0.8000,
E00052315,Pheasey Park Farm,Walsall,West Midlands,6,304,1.9700,
E00052253,Palfrey,Walsall,West Midlands,2,408,0.4900,
E00052360,Pleck,Walsall,West Midlands,1,389,0.2600,
E00052099,Darlaston South,Walsall,West Midlands,6,339,1.7700,
E00052464,Streetly,Walsall,West Midlands,6,345,1.7400,
E00052123,Darlaston South,Walsall,West Midlands,3,340,0.8800,
E00052571,Willenhall South,Walsall,West Midlands,6,287,2.0900,
E00052107,Darlaston South,Walsall,West Midlands,3,288,1.0400,
E00052355,Pleck,Walsall,West Midlands,10,421,2.3800,
E00052186,Paddock,Walsall,West Midlands,14,399,3.5100,
E00052395,St Matthew's,Walsall,West Midlands,20,391,5.1200,
E00052314,Pheasey Park Farm,Walsall,West Midlands,3,337,0.8900,
E00052547,Willenhall South,Walsall,West Midlands,7,335,2.0900,
E00052346,Pleck,Walsall,West Midlands,2,352,0.5700,
E00051844,Bentley and Darlaston North,Walsall,West Midlands,2,435,0.4600,
E00052238,Palfrey,Walsall,West Midlands,11,339,3.2400,
E00052345,Pleck,Walsall,West Midlands,4,332,1.2000,
E00052262,Palfrey,Walsall,West Midlands,5,431,1.1600,
E00052125,Darlaston South,Walsall,West Midlands,4,240,1.6700,
E00052122,Darlaston South,Walsall,West Midlands,10,317,3.1500,
E00168239,St Matthew's,Walsall,West Midlands,316,628,50.3200,
E00052553,Willenhall South,Walsall,West Midlands,5,287,1.7400,
E00052222,Palfrey,Walsall,West Midlands,3,411,0.7300,
E00051797,Aldridge Central and South,Walsall,West Midlands,7,318,2.2000,
E00052484,Streetly,Walsall,West Midlands,10,380,2.6300,
E00052207,Paddock,Walsall,West Midlands,4,235,1.7000,
E00052102,Darlaston South,Walsall,West Midlands,3,395,0.7600,
E00052194,Paddock,Walsall,West Midlands,6,379,1.5800,
E00052115,Darlaston South,Walsall,West Midlands,4,336,1.1900,
E00052356,Pleck,Walsall,West Midlands,3,345,0.8700,
E00052319,Pheasey Park Farm,Walsall,West Midlands,1,267,0.3700,
E00052183,Paddock,Walsall,West Midlands,1,332,0.3000,
E00052097,Darlaston South,Walsall,West Midlands,1,317,0.3200,
E00051877,Bentley and Darlaston North,Walsall,West Midlands,3,312,0.9600,
E00052554,Willenhall South,Walsall,West Midlands,3,294,1.0200,
E00052193,Paddock,Walsall,West Midlands,6,399,1.5000,
E00052236,Palfrey,Walsall,West Midlands,8,371,2.1600,
E00051863,Bentley and Darlaston North,Walsall,West Midlands,4,334,1.2000,
E00052112,Darlaston South,Walsall,West Midlands,9,365,2.4700,
E00052459,Streetly,Walsall,West Midlands,7,307,2.2800,
E00052351,Pleck,Walsall,West Midlands,8,431,1.8600,
E00168241,St Matthew's,Walsall,West Midlands,2,110,1.8200,
E00052237,Palfrey,Walsall,West Midlands,8,457,1.7500,
E00052241,Palfrey,Walsall,West Midlands,8,477,1.6800,
E00051881,Bentley and Darlaston North,Walsall,West Midlands,3,264,1.1400,
E00051847,Bentley and Darlaston North,Walsall,West Midlands,4,352,1.1400,
E00051867,Bentley and Darlaston North,Walsall,West Midlands,8,387,2.0700,
E00052482,Streetly,Walsall,West Midlands,6,318,1.8900,
E00052377,St Matthew's,Walsall,West Midlands,4,271,1.4800,
E00052369,Pleck,Walsall,West Midlands,9,435,2.0700,
E00052242,Palfrey,Walsall,West Midlands,2,401,0.5000,
E00052451,Streetly,Walsall,West Midlands,9,304,2.9600,
E00052224,Palfrey,Walsall,West Midlands,6,390,1.5400,
E00052252,Palfrey,Walsall,West Midlands,6,430,1.4000,
E00052473,Streetly,Walsall,West Midlands,12,544,2.2100,
E00052334,Pheasey Park Farm,Walsall,West Midlands,12,318,3.7700,
E00052343,Pleck,Walsall,West Midlands,4,422,0.9500,
E00052354,Pleck,Walsall,West Midlands,6,299,2.0100,
E00052133,Darlaston South,Walsall,West Midlands,8,495,1.6200,
E00052215,Paddock,Walsall,West Midlands,8,338,2.3700,
E00052347,Pleck,Walsall,West Midlands,1,291,0.3400,
E00052366,Pleck,Walsall,West Midlands,19,429,4.4300,
E00052533,Willenhall South,Walsall,West Midlands,3,287,1.0500,
E00052227,Palfrey,Walsall,West Midlands,4,258,1.5500,
E00052568,Willenhall South,Walsall,West Midlands,5,277,1.8100,
E00052203,Paddock,Walsall,West Midlands,6,375,1.6000,
E00049714,Kingswinford South,Dudley,West Midlands,6,341,1.7600,
E00052455,Streetly,Walsall,West Midlands,8,330,2.4200,
E00050123,Wollaston and Stourbridge Town,Dudley,West Midlands,3,204,1.4700,
E00049795,"Netherton, Woodside and St Andrews",Dudley,West Midlands,8,333,2.4000,
E00049289,Brockmoor and Pensnett,Dudley,West Midlands,5,235,2.1300,
E00050000,St James's,Dudley,West Midlands,1,226,0.4400,
E00050119,Wollaston and Stourbridge Town,Dudley,West Midlands,9,253,3.5600,
E00049942,"Netherton, Woodside and St Andrews",Dudley,West Midlands,7,268,2.6100,
E00049665,Kingswinford North and Wall Heath,Dudley,West Midlands,3,308,0.9700,
E00050081,Sedgley,Dudley,West Midlands,4,270,1.4800,
E00049630,Hayley Green and Cradley South,Dudley,West Midlands,2,319,0.6300,
E00049427,Coseley East,Dudley,West Midlands,2,297,0.6700,
E00049256,Belle Vale,Dudley,West Midlands,4,339,1.1800,
E00049734,Lye and Stourbridge North,Dudley,West Midlands,6,373,1.6100,
E00049668,Kingswinford North and Wall Heath,Dudley,West Midlands,6,321,1.8700,
E00050183,Wordsley,Dudley,West Midlands,15,340,4.4100,
E00049481,St James's,Dudley,West Midlands,4,327,1.2200,
E00049400,Coseley East,Dudley,West Midlands,3,272,1.1000,
E00050157,Wordsley,Dudley,West Midlands,16,374,4.2800,
E00049844,Pedmore and Stourbridge East,Dudley,West Midlands,3,283,1.0600,
E00050102,Wollaston and Stourbridge Town,Dudley,West Midlands,8,257,3.1100,
E00050106,Wollaston and Stourbridge Town,Dudley,West Midlands,7,275,2.5500,
E00049421,Coseley East,Dudley,West Midlands,3,302,0.9900,
E00049282,Belle Vale,Dudley,West Midlands,2,280,0.7100,
E00049271,Belle Vale,Dudley,West Midlands,6,264,2.2700,
E00050177,Wordsley,Dudley,West Midlands,6,298,2.0100,
E00049203,Amblecote,Dudley,West Midlands,7,322,2.1700,
E00049996,St James's,Dudley,West Midlands,5,351,1.4200,
E00050168,Wordsley,Dudley,West Midlands,4,374,1.0700,
E00049234,Lye and Stourbridge North,Dudley,West Midlands,13,329,3.9500,
E00049368,Castle and Priory,Dudley,West Midlands,3,332,0.9000,
E00050066,Sedgley,Dudley,West Midlands,1,245,0.4100,
E00049829,Norton,Dudley,West Midlands,2,261,0.7700,
E00049764,Lye and Stourbridge North,Dudley,West Midlands,12,274,4.3800,
E00050003,St James's,Dudley,West Midlands,2,259,0.7700,
E00049257,Belle Vale,Dudley,West Midlands,6,289,2.0800,
E00049429,Coseley East,Dudley,West Midlands,3,358,0.8400,
E00050082,Sedgley,Dudley,West Midlands,9,305,2.9500,
E00049843,Norton,Dudley,West Midlands,10,298,3.3600,
E00049652,Hayley Green and Cradley South,Dudley,West Midlands,2,386,0.5200,
E00049742,Lye and Stourbridge North,Dudley,West Midlands,5,261,1.9200,
E00049834,Norton,Dudley,West Midlands,8,289,2.7700,
E00049447,Upper Gornal and Woodsetton,Dudley,West Midlands,5,343,1.4600,
E00049686,Kingswinford North and Wall Heath,Dudley,West Midlands,8,262,3.0500,
E00049208,Amblecote,Dudley,West Midlands,9,320,2.8100,
E00049607,Halesowen South,Dudley,West Midlands,5,308,1.6200,
E00049418,Coseley East,Dudley,West Midlands,11,343,3.2100,
E00050108,Wollaston and Stourbridge Town,Dudley,West Midlands,9,326,2.7600,
E00050062,Gornal,Dudley,West Midlands,7,296,2.3600,
E00049499,Gornal,Dudley,West Midlands,4,257,1.5600,
E00049349,Brockmoor and Pensnett,Dudley,West Midlands,4,330,1.2100,
E00049281,Belle Vale,Dudley,West Midlands,3,306,0.9800,
E00049319,Brierley Hill,Dudley,West Midlands,5,282,1.7700,
E00049525,Upper Gornal and Woodsetton,Dudley,West Midlands,6,282,2.1300,
E00049398,Coseley East,Dudley,West Midlands,11,336,3.2700,
E00049200,Lye and Stourbridge North,Dudley,West Midlands,13,358,3.6300,
